sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;>50K
Female;*;White;Divorced;Doctorate;United-States;*;Exec-managerial;<=50K
Female;*;Black;Never-married;Some-college;United-States;*;Adm-clerical;<=50K
Female;*;White;Never-married;7th-8th;Mexico;*;Priv-house-serv;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Protective-serv;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Protective-serv;>50K
Female;*;White;Divorced;Masters;United-States;*;Prof-specialty;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Prof-school;United-States;*;Prof-specialty;>50K
Male;*;White;Never-married;Bachelors;United-States;*;Exec-managerial;<=50K
Female;*;White;Separated;Assoc-voc;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Assoc-voc;United-States;*;Prof-specialty;<=50K
Male;*;White;Divorced;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Never-married;11th;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;10th;Mexico;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Machine-op-inspct;>50K
Male;*;White;Married-civ-spouse;Assoc-voc;United-States;*;Craft-repair;>50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Never-married;Bachelors;United-States;*;Craft-repair;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;>50K
Female;*;Asian-Pac-Islander;Never-married;Some-college;United-States;*;Handlers-cleaners;<=50K
Female;*;White;Divorced;HS-grad;El-Salvador;*;Craft-repair;<=50K
Female;*;White;Divorced;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;5th-6th;Mexico;*;Sales;<=50K
Female;*;White;Married-civ-spouse;Assoc-voc;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Exec-managerial;>50K
Female;*;Black;Separated;Bachelors;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Sales;<=50K
Female;*;Black;Never-married;HS-grad;United-States;*;Protective-serv;<=50K
Male;*;White;Married-civ-spouse;Assoc-acdm;United-States;*;Adm-clerical;>50K
Female;*;Black;Never-married;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Handlers-cleaners;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Never-married;Assoc-voc;United-States;*;Craft-repair;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Prof-specialty;<=50K
Male;*;White;Never-married;Bachelors;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Never-married;Bachelors;United-States;*;Tech-support;<=50K
Male;*;White;Married-civ-spouse;11th;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Tech-support;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;>50K
Female;*;White;Married-civ-spouse;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Transport-moving;>50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Sales;>50K
Female;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;<=50K
Male;*;Black;Separated;Masters;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Exec-managerial;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Handlers-cleaners;<=50K
Female;*;White;Married-civ-spouse;Masters;United-States;*;Prof-specialty;>50K
Male;*;Amer-Indian-Eskimo;Married-civ-spouse;Some-college;United-States;*;Sales;<=50K
Female;*;White;Divorced;Assoc-voc;United-States;*;Adm-clerical;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;Asian-Pac-Islander;Never-married;Some-college;Cambodia;*;Craft-repair;<=50K
Male;*;Black;Never-married;9th;United-States;*;Other-service;<=50K
Female;*;White;Married-civ-spouse;1st-4th;United-States;*;Other-service;<=50K
Female;*;White;Separated;HS-grad;United-States;*;Adm-clerical;<=50K
Female;*;Amer-Indian-Eskimo;Never-married;Some-college;United-States;*;Prof-specialty;<=50K
Male;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;>50K
Male;*;White;Never-married;Masters;United-States;*;Sales;>50K
Male;*;Black;Separated;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;5th-6th;Mexico;*;Craft-repair;<=50K
Female;*;White;Widowed;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Exec-managerial;>50K
Female;*;White;Divorced;Some-college;United-States;*;Other-service;<=50K
Male;*;White;Divorced;HS-grad;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Farming-fishing;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Craft-repair;>50K
Male;*;Amer-Indian-Eskimo;Married-civ-spouse;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Never-married;11th;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Tech-support;<=50K
Female;*;White;Married-civ-spouse;Some-college;United-States;*;Other-service;<=50K
Female;*;White;Divorced;Bachelors;United-States;*;Adm-clerical;<=50K
Female;*;White;Divorced;11th;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;10th;United-States;*;Sales;>50K
Female;*;White;Never-married;Bachelors;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;9th;United-States;*;Other-service;<=50K
Female;*;White;Divorced;10th;United-States;*;Other-service;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Exec-managerial;<=50K
Female;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;>50K
Male;*;White;Never-married;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Transport-moving;<=50K
Female;*;White;Married-civ-spouse;HS-grad;United-States;*;Other-service;>50K
Female;*;White;Divorced;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Sales;<=50K
Male;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;<=50K
Female;*;Black;Divorced;Assoc-acdm;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Prof-specialty;>50K
Male;*;White;Never-married;Some-college;United-States;*;Farming-fishing;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Adm-clerical;<=50K
Female;*;White;Married-civ-spouse;Bachelors;United-States;*;Adm-clerical;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Adm-clerical;<=50K
Female;*;White;Married-spouse-absent;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Sales;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Sales;<=50K
Male;*;White;Divorced;Some-college;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Never-married;7th-8th;United-States;*;Farming-fishing;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;>50K
Male;*;White;Divorced;Some-college;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Farming-fishing;>50K
Male;*;White;Divorced;HS-grad;United-States;*;Other-service;<=50K
Female;*;White;Divorced;11th;United-States;*;Exec-managerial;<=50K
Male;*;White;Divorced;HS-grad;United-States;*;Craft-repair;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;<=50K
Female;*;White;Widowed;Some-college;United-States;*;Sales;<=50K
Female;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;1st-4th;Mexico;*;Protective-serv;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Tech-support;>50K
Male;*;Asian-Pac-Islander;Never-married;Some-college;Philippines;*;Handlers-cleaners;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Craft-repair;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Other-service;<=50K
Male;*;Black;Never-married;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Tech-support;<=50K
Male;*;White;Married-civ-spouse;10th;United-States;*;Handlers-cleaners;<=50K
Female;*;White;Married-civ-spouse;HS-grad;United-States;*;Adm-clerical;>50K
Male;*;White;Married-civ-spouse;10th;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;<=50K
Female;*;White;Divorced;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Sales;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Tech-support;<=50K
Male;*;Other;Never-married;HS-grad;Puerto-Rico;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Exec-managerial;<=50K
Female;*;White;Married-civ-spouse;HS-grad;Nicaragua;*;Machine-op-inspct;<=50K
Female;*;White;Married-civ-spouse;Some-college;United-States;*;Adm-clerical;>50K
Male;*;White;Never-married;11th;United-States;*;Craft-repair;<=50K
Female;*;Black;Never-married;Some-college;United-States;*;Other-service;<=50K
Female;*;Black;Separated;Some-college;United-States;*;Tech-support;<=50K
Female;*;White;Divorced;Some-college;United-States;*;Adm-clerical;<=50K
Female;*;White;Married-civ-spouse;7th-8th;United-States;*;Other-service;<=50K
Male;*;White;Divorced;Some-college;United-States;*;Handlers-cleaners;<=50K
Male;*;Other;Never-married;7th-8th;Mexico;*;Farming-fishing;<=50K
Female;*;White;Divorced;Some-college;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Female;*;Black;Divorced;10th;United-States;*;Other-service;<=50K
Female;*;Black;Never-married;HS-grad;United-States;*;Other-service;<=50K
Female;*;Black;Never-married;Some-college;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Doctorate;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Protective-serv;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Craft-repair;<=50K
Male;*;Black;Married-civ-spouse;Masters;United-States;*;Prof-specialty;>50K
Male;*;White;Never-married;10th;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Prof-school;United-States;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;5th-6th;United-States;*;Machine-op-inspct;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Adm-clerical;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Exec-managerial;>50K
Female;*;White;Married-civ-spouse;9th;United-States;*;Machine-op-inspct;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;>50K
Female;*;White;Never-married;Assoc-voc;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Protective-serv;>50K
Male;*;White;Divorced;Masters;United-States;*;Sales;>50K
Female;*;White;Separated;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Handlers-cleaners;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Prof-specialty;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Divorced;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Craft-repair;>50K
Female;*;White;Divorced;HS-grad;United-States;*;Craft-repair;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Protective-serv;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Adm-clerical;>50K
Male;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Divorced;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;>50K
Male;*;Black;Never-married;Some-college;United-States;*;Other-service;<=50K
Female;*;White;Never-married;Doctorate;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Craft-repair;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Handlers-cleaners;<=50K
Female;*;White;Widowed;Some-college;United-States;*;Machine-op-inspct;<=50K
Male;*;Other;Never-married;Bachelors;United-States;*;Tech-support;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Tech-support;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;<=50K
Female;*;White;Divorced;Bachelors;United-States;*;Tech-support;<=50K
Male;*;White;Divorced;Bachelors;United-States;*;Prof-specialty;<=50K
Female;*;White;Divorced;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;10th;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Divorced;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;10th;United-States;*;Adm-clerical;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Adm-clerical;<=50K
Female;*;Asian-Pac-Islander;Never-married;Prof-school;Canada;*;Prof-specialty;>50K
Male;*;Black;Divorced;Masters;United-States;*;Protective-serv;>50K
Male;*;Asian-Pac-Islander;Married-civ-spouse;Doctorate;China;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Adm-clerical;<=50K
Male;*;White;Divorced;11th;United-States;*;Farming-fishing;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Farming-fishing;>50K
Female;*;White;Never-married;Assoc-acdm;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Assoc-acdm;United-States;*;Exec-managerial;>50K
Female;*;White;Divorced;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Female;*;White;Married-civ-spouse;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Craft-repair;<=50K
Female;*;White;Divorced;Masters;United-States;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Adm-clerical;<=50K
Female;*;Black;Never-married;Bachelors;United-States;*;Sales;<=50K
Male;*;Black;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Adm-clerical;<=50K
Female;*;Black;Separated;HS-grad;United-States;*;Other-service;<=50K
Female;*;Black;Separated;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Never-married;5th-6th;Honduras;*;Handlers-cleaners;<=50K
Female;*;White;Divorced;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Never-married;Bachelors;United-States;*;Craft-repair;>50K
Female;*;White;Divorced;10th;United-States;*;Adm-clerical;<=50K
Female;*;White;Divorced;10th;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;12th;Cuba;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;>50K
Female;*;Asian-Pac-Islander;Married-civ-spouse;HS-grad;China;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Female;*;White;Divorced;Bachelors;United-States;*;Tech-support;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;<=50K
Female;*;White;Never-married;Assoc-voc;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Exec-managerial;>50K
Female;*;White;Widowed;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Never-married;10th;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Protective-serv;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;>50K
Female;*;White;Married-civ-spouse;HS-grad;United-States;*;Adm-clerical;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;11th;United-States;*;Transport-moving;<=50K
Female;*;Amer-Indian-Eskimo;Divorced;Some-college;United-States;*;Exec-managerial;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Craft-repair;<=50K
Female;*;White;Separated;HS-grad;Puerto-Rico;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Tech-support;<=50K
Female;*;White;Divorced;HS-grad;England;*;Exec-managerial;<=50K
Female;*;White;Divorced;Some-college;United-States;*;Prof-specialty;<=50K
Female;*;Black;Never-married;HS-grad;United-States;*;Other-service;<=50K
Male;*;Amer-Indian-Eskimo;Never-married;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;HS-grad;Italy;*;Machine-op-inspct;>50K
Female;*;White;Divorced;Some-college;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;HS-grad;Mexico;*;Other-service;<=50K
Female;*;Asian-Pac-Islander;Never-married;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Sales;>50K
Female;*;White;Never-married;Assoc-acdm;United-States;*;Sales;<=50K
Female;*;White;Divorced;Bachelors;Germany;*;Sales;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;Assoc-voc;United-States;*;Sales;<=50K
Female;*;White;Widowed;Assoc-acdm;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;>50K
Male;*;White;Never-married;HS-grad;United-States;*;Tech-support;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Other-service;<=50K
Female;*;White;Married-civ-spouse;HS-grad;United-States;*;Adm-clerical;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Farming-fishing;<=50K
Male;*;White;Widowed;12th;United-States;*;Sales;>50K
Male;*;White;Never-married;7th-8th;United-States;*;Other-service;<=50K
Female;*;White;Never-married;7th-8th;Mexico;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Divorced;HS-grad;United-States;*;Protective-serv;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;>50K
Male;*;White;Divorced;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;10th;United-States;*;Craft-repair;<=50K
Female;*;White;Divorced;HS-grad;United-States;*;Other-service;<=50K
Female;*;White;Separated;HS-grad;United-States;*;Other-service;<=50K
Female;*;White;Divorced;7th-8th;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Prof-specialty;>50K
Male;*;White;Never-married;Masters;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;Doctorate;United-States;*;Prof-specialty;>50K
Male;*;White;Never-married;Bachelors;United-States;*;Tech-support;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;>50K
Male;*;White;Never-married;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;Other;Married-civ-spouse;11th;Dominican-Republic;*;Machine-op-inspct;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Female;*;White;Widowed;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;7th-8th;United-States;*;Sales;<=50K
Female;*;Black;Never-married;Assoc-acdm;United-States;*;Prof-specialty;<=50K
Female;*;White;Never-married;5th-6th;Mexico;*;Other-service;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Female;*;White;Divorced;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Other-service;<=50K
Female;*;White;Widowed;HS-grad;United-States;*;Exec-managerial;<=50K
Male;*;White;Divorced;HS-grad;United-States;*;Sales;>50K
Male;*;White;Never-married;HS-grad;United-States;*;Farming-fishing;<=50K
Female;*;White;Married-civ-spouse;Bachelors;Cuba;*;Prof-specialty;>50K
Female;*;White;Never-married;Some-college;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Adm-clerical;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Sales;>50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Exec-managerial;>50K
Female;*;White;Never-married;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Tech-support;>50K
Male;*;White;Never-married;Assoc-voc;United-States;*;Other-service;<=50K
Female;*;Black;Divorced;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Exec-managerial;<=50K
Male;*;Black;Married-civ-spouse;Some-college;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;Assoc-voc;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;<=50K
Female;*;White;Never-married;Bachelors;Germany;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Sales;>50K
Female;*;White;Divorced;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;12th;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Other-service;<=50K
Female;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;Prof-school;United-States;*;Prof-specialty;>50K
Male;*;White;Never-married;HS-grad;United-States;*;Farming-fishing;<=50K
Male;*;Black;Never-married;HS-grad;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Sales;>50K
Female;*;White;Widowed;11th;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Exec-managerial;<=50K
Female;*;White;Divorced;Masters;United-States;*;Prof-specialty;<=50K
Female;*;White;Divorced;Assoc-acdm;Poland;*;Adm-clerical;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;<=50K
Female;*;Black;Divorced;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Divorced;Some-college;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Exec-managerial;>50K
Female;*;White;Never-married;Assoc-acdm;United-States;*;Adm-clerical;<=50K
Female;*;Black;Never-married;Bachelors;United-States;*;Adm-clerical;<=50K
Female;*;Other;Married-civ-spouse;7th-8th;Puerto-Rico;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Handlers-cleaners;>50K
Female;*;White;Never-married;Masters;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-spouse-absent;5th-6th;Mexico;*;Farming-fishing;<=50K
Male;*;White;Married-civ-spouse;Assoc-voc;United-States;*;Craft-repair;>50K
Female;*;Black;Separated;Some-college;United-States;*;Tech-support;<=50K
